 TRANSACTION, COUNT,CICS, RESP,CPU, SQLCNT,TOTCPU ,MQ-ACTIVITY,DB2-ACTIVITY,DESCRIPTION,TERMINAL,VSAM,RACF 
LOGO , 1 ,  CICP ,  1, 2 , 0  , 2 ,  
  AIFR , 19 ,  **** ,  333, 95 , 15  , 1805 , Q538GM00.TQUEUE  ,KOLI0072 6 OLIBSHRN 6 T05SZMR 6  , סריקה על תוצאות פקסים                      ,7 LANDP  , , , 
  AIHG , 1 ,  CICP ,  106, 27 , 2  , 27 ,  
  AIHG , 1 ,  **** ,  106, 27 , 2  , 27 ,  ,OLIBT63 2  , ,1 LANDP  , , , 
  AIHR , 2 ,  CICP ,  311, 23 , 2  , 46 ,  
  AIHR , 2 ,  **** ,  311, 23 , 2  , 46 ,  , , ,2 LANDP  , , , 
  AIMN , 1164 ,  CICP ,  48, 20 , 5  , 23280 ,  
  AIMN , 1164 ,  **** ,  48, 20 , 5  , 23280 , Q538GM00.TQUEUE  ,KOLI0080 972 OLIBKSHR 7 OLIBSHRN 352 T05SAZM 7 T05SZMR 352 T05SZMR1 7 T50SSODI 353  , עדכון מנויי אינטרנט                        ,515 LANDP  , , , 
  AIMS , 1134 ,  CICP ,  30, 28 , 16  , 31752 ,  
  AIMS , 1134 ,  **** ,  30, 28 , 16  , 31752 ,  ,KOLI0082 923 OLIBSHRN 919 T05SZMR 919  , עדכון הרשאות אינטרנט                       ,481 LANDP  , , , 
  AIPH , 58 ,  CICP ,  43, 36 , 14  , 2088 ,  
  AIPH , 58 ,  **** ,  43, 36 , 14  , 2088 , Q538GM00.TQUEUE  ,KOLI0070 33 OLIBKSHR 1 OLIBOSH 8 OLIBSHRN 33 T05SAZM 1 T05SIFUN 7 T05SZMR 33 T05SZMR1 33  , עדכון מנויי טלרפון                         ,32 LANDP  ,TWOTAUT 8 ******** 8  , , 
  AISG , 3450 ,  CICP ,  1112, 234 , 55  , 807300 ,  
  AISG , 3450 ,  **** ,  1112, 234 , 55  , 807300 , Q538GM00.TQUEUE T05.SNIFLOG  ,OLIB0182 3377 T05SZMR 3400 T25SASKM 2614 T25SELCO 2614  , בדיקת סגירת התחנה                          ,2605 LANDP  ,OLIBTCF 3450 TZARISK 10697  , , 
  AMLT , 208119 ,  CICE ,  44, 13 , 3  , 2705547 ,  
  AMLT , 14433 ,  CICL ,  41, 17 , 9  , 245361 ,  
  AMLT , 3298 ,  CICP ,  55, 13 , 9  , 42874 ,  
  AMLT , 225850 ,  **** ,  44, 13 , 3  , 2936050 ,  ,OLIBOSH 23 OLIBT70 222307 T05SZMR 23 T05SZMR1 222307 OLIBOSH 7 OLIBT70 13654 T05SKOSH 51 T05SZMR 7 T05SZMR1 13654 T20SPSMG 3590 OLIBOSH 10 OLIBT70 701 T05SKOSH 39 T05SZMR 10 T05SZMR1 701 T20SPSMG 406  , AMLT עמלות הפעלת טרנזקציה                  ,MQ or START  , , , 
  ARSH , 2647 ,  CICP ,  67, 36 , 16  , 95292 ,  
  ARSH , 2647 ,  **** ,  67, 36 , 16  , 95292 ,  ,HRSH0053 2091 OLIBKSHR 31 OLIBSHRN 2092 T05SAZM 31 T05SHRSH 1565 T05SZMR 2092 T05SZMR1 2092  , חיובים על פי הרשאה                         ,648 LANDP  , , , 
  ARSL , 3219 ,  CICP ,  174, 85 , 80  , 273615 ,  
  ARSL , 3219 ,  **** ,  174, 85 , 80  , 273615 , Q538GM00.TQUEUE  ,HRSH0051 2344 OLIBHSM 1 OLIBKSHR 33 OLIBOSH 2120 OLIBSHRN 2384 T05SAZM 33 T05SIFN 2118 T05SZMR 2384 T05SZMR1 33  , חיובים על פי הרשאה                         ,781 LANDP  , , , 
  ATRS , 2 ,  CICL ,  43391097, 319322 , 685994  , 638644 ,  
  ATRS , 2 ,  **** ,  43391097, 319322 , 685994  , 638644 ,  ,T05SZMR1 1 T50OATRS 1 T50SATRA 1 T55OXLKP 1  , על תנועות שוטפות SMS שידור התראות          ,MQ or START  , , , 
  AUMN , 830 ,  CICP ,  163, 80 , 30  , 66400 ,  
  AUMN , 830 ,  **** ,  163, 80 , 30  , 66400 , Q538GM00.TQUEUE  ,KOLI0080 652 KOLI0082 536 L74S341 577 OLIBKSHR 10 OLIBOSH 544 OLIBSHRN 699 T05SAZM 10 T05SHRSH 525 T05SIFUN 532 T05SZMR 699 T05SZMR1 10 T50SSODI 543 T50S003 543  , עדכון מנויי אינטרנט                        ,406 LANDP  ,KOLILOG 1387 TWOTAUT 4 ******** 1391  , , 
  AUMS , 417 ,  CICP ,  81, 56 , 25  , 23352 ,  
  AUMS , 417 ,  **** ,  81, 56 , 25  , 23352 ,  ,KOLI0082 331 L74S341 291 OLIBHSM 3 OLIBKSHR 7 OLIBOSH 299 OLIBSHRN 334 T05SAZM 7 T05SHRSH 189 T05SIFUN 290 T05SZMR 334 T05SZMR1 7  , עדכון הרשאות אינטרנט                       ,181 LANDP  ,KOLILOG 417 TWOTAUT 4 ******** 421  , , 
  AUPH , 28 ,  CICP ,  61, 34 , 10  , 952 ,  
  AUPH , 28 ,  **** ,  61, 34 , 10  , 952 ,  ,KOLI0070 21 OLIBKSHR 1 OLIBOSH 3 OLIBSHRN 21 T05SAZM 1 T05SIFUN 3 T05SZMR 21 T05SZMR1 21  , עדכון מנויי טלרפון                         ,23 LANDP  ,KOLILOG 28 ******** 28  , , 
  A614 , 11138 ,  CICM ,  70, 40 , 18  , 445520 ,  
  A614 , 11138 ,  **** ,  70, 40 , 18  , 445520 ,  ,OLIBN614 9494 OLIBSHRN 9494 T05SZMR 9494  , בעלים מורשים                               ,100 BTT  , , , 
  BI70 , 15 ,  CICL ,  11, 14 , 2  , 210 ,  
  BI70 , 15 ,  **** ,  11, 14 , 2  , 210 ,  ,OLIBY770 16 R22S008T 16  ,                                            ,9 LUTY  , , , 
  BI80 , 2186 ,  CICL ,  133, 21 , 5  , 45906 ,  
  BI80 , 2186 ,  **** ,  133, 21 , 5  , 45906 ,  ,OLIBKSHR 12 OLIBSHRN 2459 T05SAZM 12 T05SZMR 2459 T05SZMR1 12  ,                                            ,12 LUTY  , , , 
  BTSP , 251 ,  CICL ,  23, 14 , 2  , 3514 ,  
  BTSP , 251 ,  **** ,  23, 14 , 2  , 3514 , Q538GM00.TQUEUE  ,L63S400 246  , ,12 LUTY  , , , 
  DB2C , 287 ,  CICE ,  4, 2 , 0  , 574 ,  
  DB2C , 287 ,  CICL ,  1, 2 , 0  , 574 ,  
  DB2C , 287 ,  CICM ,  1, 3 , 0  , 861 ,  
  DB2C , 287 ,  CICP ,  1, 3 , 0  , 861 ,  
  DB2C , 1148 ,  **** ,  2, 2 , 0  , 2296 ,  , , סיסטם                                      ,MQ or START  , , , 
  DDPT , 2 ,  CICP ,  254, 18 , 1  , 36 ,  
  DDPT , 2 ,  **** ,  254, 18 , 1  , 36 ,  ,T05SZMR1 2  , REFRESH DPT                                ,MQ or START  , , , 
  DELC , 1 ,  CICE ,  86396660, 2 , 0  , 2 ,  
  DELC , 1 ,  CICL ,  86399889, 2 , 0  , 2 ,  
  DELC , 1 ,  CICM ,  86396653, 2 , 0  , 2 ,  
  DELC , 1 ,  CICP ,  86399338, 1 , 0  , 1 ,  
  DELC , 4 ,  **** ,  86398135, 2 , 0  , 8 ,  , ,                                            ,MQ or START  , , , 
  DK35 , 3572 ,  CICP ,  38, 30 , 19  , 107160 ,  
  DK35 , 3572 ,  **** ,  38, 30 , 19  , 107160 , Q538GM00.TQUEUE  ,DLPK0035 1201 LEDR0093 6 OLIBHSM 5 OLIBOSH 1201 OLIBSHRN 1584 OLIB0160 2 PKDN0013 3 PKDN0014 34 PKDN0015 1 S05SOVD 1589 T05SIFN 1201 T05SZMR 1797 T05SZMR1 1  , .שערוך כללי להנהלה                         ,21 3270  ,FOBLIGO 20 OLIBAL1 2686 ******** 2706  ,TTCRMD READ HNEZOR READ ASHRAY READ MISHPTIT READ GVIA READ MNMAHOZ READ BIKORET READ SNIF295 READ SNIF295N READ T506 READ U673 READ U628 READ U607 READ U608 READ U785 READ U822 READ U939 READ U501830 READ U501897 READ U501916 READ T029 READ B501145 READ U500399 READ U501067 READ U501218 READ U501765 READ U501792 READ U250 READ U284 READ U503084 READ U328 READ  , 
  DL42 , 2 ,  CICP ,  4577, 28464 , 3  , 56928 ,  
  DL42 , 2 ,  **** ,  4577, 28464 , 3  , 56928 ,  , , ,1 3270  , ,SNIF295 READ SNIF295N READ TTCRMD READ T101 READ T060 READ T504 READ T311 READ T319 READ T257 READ T253 READ T206 READ T040 READ T249 READ T210 READ T762 READ T843 READ T848 READ T881 READ T295 READ T890 READ T891 READ T893 READ D104 READ D105 READ D107 READ D109 READ D111 READ D112 READ D113 READ D115 READ D116 READ D117 READ D118 READ T910 READ D102 READ T321 READ T318 READ T046 READ D120 READ D122 READ D123 READ D124 READ T168 READ T001 READ T175 READ  , 
  DPC , 6 ,  CICM ,  23, 20 , 0  , 120 ,  
  DPC , 6 ,  **** ,  23, 20 , 0  , 120 ,  , , ,2 3270  ,DPTB01R 35 DPTB02R 14 DPTB03R 7 ******** 56  ,S079 ALTER TD READ S READ OPR1 READ T506 READ T050 READ S030 ALTER S018 ALTER T509 READ S031 ALTER S034 ALTER T311 READ S041 ALTER S045 ALTER S112 ALTER S113 ALTER  , 
  DPCB , 10 ,  CICM ,  11, 16 , 0  , 160 ,  
  DPCB , 10 ,  **** ,  11, 16 , 0  , 160 ,  , , , ,DPTB01R 98 DPTB02R 18 DPTB03R 22 ******** 138  , , 
  DPCI , 6 ,  CICM ,  5, 20 , 0  , 120 ,  
  DPCI , 6 ,  **** ,  5, 20 , 0  , 120 ,  , , ,1 3270  ,DPTB01R 16 DPTB02R 3 DPTB03R 3 ******** 22  , , 
  DPC1 , 3 ,  CICM ,  13, 50 , 4  , 150 ,  
  DPC1 , 1 ,  CICP ,  27, 28 , 5  , 28 ,  
  DPC1 , 4 ,  **** ,  16, 45 , 4  , 180 ,  ,LEDR0093 8  ,                                            ,2 3270  ,IWFVSCTL 1 IWFVSPRC 4 ******** 5  ,EH NONE NONE1 NONE D104 READ D105 READ D107 READ D109 READ D111 READ D112 READ D113 READ D115 READ D116 READ D117 READ D118 READ D102 READ T046 READ D120 READ D122 READ D123 READ D124 READ T168 READ T001 READ T175 READ  , 
  D124 , 3 ,  CICP ,  52, 25 , 11  , 75 ,  
  D124 , 3 ,  **** ,  52, 25 , 11  , 75 ,  , , ,3 BTT  , ,D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ D124 READ  , 
  D172 , 17 ,  CICP ,  59, 31 , 14  , 527 ,  
  D172 , 17 ,  **** ,  59, 31 , 14  , 527 ,  ,OLIBD172 15 OLIBSHRN 18 T05SZMR 18 T05SZMR1 15  , ,9 LANDP  , , , 
  EC10 , 5065 ,  CICL ,  112, 12 , 2  , 60780 ,  
  EC10 , 5065 ,  **** ,  112, 12 , 2  , 60780 ,  ,T50OEC10 5140  ,                                            ,13 LUTY  , , , 
  EC13 , 302 ,  CICP ,  1193, 7 , 0  , 2114 ,  
  EC13 , 302 ,  **** ,  1193, 7 , 0  , 2114 ,  , ,                                            ,10 LUTY  , ,CICSUXT READ S026 READ BANKMASH READ U714 READ ZPNIMP READ CTGEXT01 READ  , 
  EC16 , 105 ,  CICP ,  69, 4 , 0  , 420 ,  
  EC16 , 105 ,  **** ,  69, 4 , 0  , 420 ,  , ,                                            ,12 LUTY  , , , 
  EC20 , 2 ,  CICP ,  179, 84 , 40  , 168 ,  
  EC20 , 2 ,  **** ,  179, 84 , 40  , 168 , Q538GM00.TQUEUE  ,A80S008 27 OLIBHLB 27 OLIBOSH 27 OLIBSHRN 36 TZARSAUT 27 TZARSCIF 27 TZAR0160 27 T05SAZM 2 T05SIFN 22 T05SZMR 36 T05SZMR1 38  , ,2 LUTY  , , , 
  EC23 , 6 ,  CICP ,  6, 5 , 0  , 30 ,  
  EC23 , 6 ,  **** ,  6, 5 , 0  , 30 ,  , ,                                            ,4 LUTY  , , , 
  EMLN , 8850 ,  CICL ,  75, 22 , 2  , 194700 ,  
  EMLN , 8850 ,  **** ,  75, 22 , 2  , 194700 , Q538GM00.TQUEUE T50.ATVEML_UPD  ,T05SZMR1 9125 T05SZMU1 2 T50PEMLN 7681  , ATVMAIL -ועדכון חיווים ב MQ קריאה רשומות   ,MQ or START  , , , 
  GMSN , 8037 ,  CICP ,  10, 6 , 0  , 48222 ,  
  GMSN , 8037 ,  **** ,  10, 6 , 0  , 48222 , Q538GM00.TQUEUE  , ,                                            ,1 CONS  , , , 
  HIA1 , 102 ,  CICP ,  82, 38 , 13  , 3876 ,  
  HIA1 , 102 ,  **** ,  82, 38 , 13  , 3876 , Q538GM00.TQUEUE  ,OLIBHLB 49 OLIBHSM 3 OLIBSHR1 51 TZARSCIF 51 TZAR0275 51 T05SZMR 51 T05SZMR1 49  , רשימת נתוני אשראי                          ,32 LANDP  , , , 
  HIA2 , 21 ,  CICP ,  40, 28 , 7  , 588 ,  
  HIA2 , 21 ,  **** ,  40, 28 , 7  , 588 , Q538GM00.TQUEUE  ,OLIBHLB 18 OLIBHSM 5 TZARSCIF 18 TZAR0276 18 T05SZMR1 18  , התמקדות על נתוני אשראי                     ,12 LANDP  , , , 
  HIIL , 502 ,  CICP ,  93, 74 , 62  , 37148 ,  
  HIIL , 502 ,  **** ,  93, 74 , 62  , 37148 , Q538GM00.TQUEUE T05.LOG_BDIKOT_CHARIGA  ,OLIBOSH 419 OLIBSHRN 720 OLIB0131 719 T05SHRG 409 T05SHRSH 418 T05SIFN 419 T05SZMR 720  , בקשות לאישורי חיוב -מול הסניף              ,172 LANDP  , , , 
  HIIU , 255 ,  CICP ,  85, 35 , 10  , 8925 ,  
  HIIU , 255 ,  **** ,  85, 35 , 10  , 8925 , T05.ITROT_SHKALIM  ,OLIBKSHR 5 OLIBSHRN 503 OLIB0131 503 T05SAZM 5 T05SHRSH 495 T05SZMR 503 T05SZMR1 495  , בקשות לאישורי חיוב -מול הסניף              ,89 LANDP  , , , 
  HIQ2 , 20440 ,  CICP ,  62, 29 , 13  , 592760 ,  
  HIQ2 , 20440 ,  **** ,  62, 29 , 13  , 592760 ,  ,OLIBH071 18796 OLIBSHRN 18825 R21S035 39 T05SZMR 18825  , הלואות - שאילתא לפקיד                      ,1396 LANDP  , , , 
  HI01 , 3066 ,  CICP ,  62, 46 , 14  , 141036 ,  
  HI01 , 3066 ,  **** ,  62, 46 , 14  , 141036 ,  ,OLIBHSM 3 OLIBH160 3222 OLIBKSHR 65 OLIBSHRN 3216 R21S008 3156 R21S040 1942 T05SAZM 65 T05SHRSH 2908 T05SZMR 3216 T05SZMR1 3762  , ראשון הלוואות INQ                          ,740 LANDP  , , , 
  HI02 , 3058 ,  CICP ,  113, 95 , 81  , 290510 ,  
  HI02 , 3058 ,  **** ,  113, 95 , 81  , 290510 , Q538GM00.TQUEUE T05.LOG_BDIKOT_CHARIGA T05.SNIFLOG  ,A60S400 1642 A60S401 1642 A60S403 1642 A60S405 1642 A60S407 1614 A60S409 197 A60S412 311 A60S414 590 A60S416 590 A60S418 590 A60S420 119 A60S422 590 A60S424 300 OLIBHSM 2 OLIBH162 1620 OLIBSAL 3263 R21S006 2312 R21S007 16 R21S010 119 R21S012 2 R21S034 1855 R21S040 2234 R21S045 638 R21S099 1464 R22S030 25 T05SAML 1208 T05SHRG 580 T05SHRSH 2957 T05SZMR 3398  , שני הלוואות INQ                            ,714 LANDP  , , , 
  HKHI , 7 ,  CICP ,  88, 53 , 97  , 371 ,  
  HKHI , 7 ,  **** ,  88, 53 , 97  , 371 ,  ,OLIBSHRN 15 OLIB0212 15 T05SZMR 15  , סריקת הוראת קבע חריגים                     ,5 LANDP  , , , 
  HKRI , 2434 ,  CICP ,  61, 50 , 32  , 121700 ,  
  HKRI , 2434 ,  **** ,  61, 50 , 32  , 121700 , Q538GM00.TQUEUE  ,OLIBHSM 3 OLIBKSHR 104 OLIBOSH 2299 OLIBSAL 2298 OLIBSHRN 2700 OLIB0210 2682 T05SAML 36 T05SAZM 104 T05SIFN 2298 T05SZMR 2700 T05SZMR1 104  , סריקת הוראת קבע                            ,530 LANDP  , , , 
  HKRU , 617 ,  CICP ,  156, 60 , 22  , 37020 ,  
  HKRU , 617 ,  **** ,  156, 60 , 22  , 37020 , T05.ITROT_SHKALIM  ,I50PHKTK 416 OLIBHSM 1 OLIBKSHR 101 OLIBSAL 329 OLIBSHRN 793 OLIB0211 781 T05SAML 112 T05SAZM 101 T05SHRSH 581 T05SZMR 793 T05SZMR1 101  , עדכון/הוספה/בטול/הקפאה של הוראת קבע        ,289 LANDP  , , , 
  HM60 , 2875 ,  CICP ,  259, 171 , 94  , 491625 ,  
  HM60 , 2875 ,  **** ,  259, 171 , 94  , 491625 , Q538GM00.TQUEUE T05.SNIFLOG  ,A60S400 1667 A60S401 188 A60S403 1667 A60S405 1667 A60S407 1666 A60S409 208 A60S412 971 A60S414 1666 A60S416 1666 A60S418 1666 A60S420 119 A60S422 1666 A60S424 894 L63S310 1 OLIBKSHR 446 OLIBM060 2765 OLIBOSH 1885 OLIBSAL 1885 OLIBSHRN 2806 R10S050 2633 T05SAML 939 T05SAZM 446 T05SHRSH 2335 T05SZMR 3089 T05SZMR1 3089  , שאילתות המחאות מעותדות                     ,421 LANDP  ,OLIBTCF 2089 ******** 2089  , , 
  HM62 , 227 ,  CICP ,  39, 18 , 7  , 4086 ,  
  HM62 , 227 ,  **** ,  39, 18 , 7  , 4086 ,  ,OLIBM062 425 T05SZMR1 425  , הפקדות מסניף אחר                           ,90 LANDP  , , , 
  HODY , 1 ,  CICE ,  248, 36 , 4  , 36 ,  
  HODY , 1 ,  CICL ,  241, 43 , 4  , 43 ,  
  HODY , 1 ,  CICM ,  143, 30 , 5  , 30 ,  
  HODY , 1 ,  CICP ,  272, 47 , 4  , 47 ,  
  HODY , 4 ,  **** ,  226, 39 , 4  , 156 ,  ,OLIBT67 1 OLIBT67 1 OLIBT67 1 OLIBT67 1  , דחיפת הודעות לסניף                         ,MQ or START  , , , 
  HR00 , 5 ,  CICP ,  19, 25 , 8  , 125 ,  
  HR00 , 5 ,  **** ,  19, 25 , 8  , 125 ,  ,OLIBSHRN 14 S05SOVD 14 T05SZMR 14 T05SZMR1 1  , מערכת הגדרת הרשאות                         ,2 3270  , , , 
  HR01 , 4 ,  CICP ,  136, 36 , 9  , 144 ,  
  HR01 , 4 ,  **** ,  136, 36 , 9  , 144 ,  ,OLIBHR01 3 OLIBSHRN 3 S05SOVD 3 T05SZMR 3  , מערכת הגדרת הרשאות                         ,1 3270  , , , 
  HR02 , 3 ,  CICP ,  30, 27 , 8  , 81 ,  
  HR02 , 3 ,  **** ,  30, 27 , 8  , 81 ,  ,OLIBHR02 15 OLIBSHRN 20 S05SOVD 20 T05SZMR 20  , מערכת הגדרת הרשאות                         ,1 3270  , , , 
  HR07 , 3 ,  CICP ,  142, 34 , 9  , 102 ,  
  HR07 , 3 ,  **** ,  142, 34 , 9  , 102 ,  ,OLIBHR07 8 OLIBSHRN 8 S05SOVD 8 T05SZMR 8  , מערכת הגדרת הרשאות                         ,1 3270  , , , 
  HR55 , 104 ,  CICP ,  245, 73 , 91  , 7592 ,  
  HR55 , 104 ,  **** ,  245, 73 , 91  , 7592 , Q538GM00.TQUEUE  ,HRSH0055 82 OLIBSHRN 82 T05SZMR 82 T05SZMR1 82  , ברור שינוי סטטוס להרשאות                   ,81 BTT  , , , 
  HUA1 , 64 ,  CICP ,  70, 24 , 4  , 1536 ,  
  HUA1 , 64 ,  **** ,  70, 24 , 4  , 1536 , Q538GM00.TQUEUE  ,OLIBSHR1 6 TZAR0277 36 T05SZMR 6 T05SZMR1 39  , עדכון נתוני אשראי לפי לקוח                 ,18 LANDP  , , , 
  HUP1 , 3906 ,  CICP ,  67, 24 , 4  , 93744 ,  
  HUP1 , 3906 ,  **** ,  67, 24 , 4  , 93744 , T05.ITROT_SHKALIM  ,OLIBH165 4323 RTRCJNL 4323 T05SZMR1 4323 X50P002 1106  , הלוואות UPD                                ,893 LANDP  , , , 
  IATM , 6 ,  CICP ,  179, 138 , 7  , 828 ,  
  IATM , 6 ,  **** ,  179, 138 , 7  , 828 ,  ,OLIB0061 1  , מעקב אחר נעילת סניפומטים                   ,1 3270  , , , 
  ICMD , 3 ,  CICL ,  18, 15 , 1  , 45 ,  
  ICMD , 3 ,  **** ,  18, 15 , 1  , 45 , Q538GM00.TQUEUE T30.BIZUIM_KLALI.INT  ,T05SZMR1 7  , תוכנית לניהול טרנזקציות של פיזור שדרים     ,MQ or START  , , , 
  ICR1 , 20344 ,  CICL ,  90, 209 , 51  , 4251896 ,  
  ICR1 , 20344 ,  **** ,  90, 209 , 51  , 4251896 , Q297MT00.TQUEUE Q538GM00.TQUEUE Q603MR00.TQUEUE T55.SERVICE_CA.REQ  ,A20S251C 29 A20S252C 10 A20S253C 7 A80S001 3530 A80S005 32 A80S040 4030 A80S040U 324 A80S041 4081 A80S041U 333 A80S045 4073 A80S045U 333 A80S046 4066 A80S046U 333 LEDR0028 24 L63S309 13 OLIBHSM 9 OLIBKSHR 119 OLIBOSH 3540 OLIBSHRN 13563 T05SAML 16 T05SAZM 119 T05SHRSH 3540 T05SZMR 13564 T05SZMR1 3721 T05S310 3531 T05S311 2643 T05S315 2838 T15OM074 1 T40OM939 13 T50OMQLG 1 T50SMGN1 3285 T55OXLKP 14  , MQ הפעלת רוטינות דרך                       ,MQ or START  ,OLIBAL1 26 ******** 26  , , 
  IDK3 , 19 ,  CICL ,  1587170, 59760 , 3  , 1135440 ,  
  IDK3 , 19 ,  **** ,  1587170, 59760 , 3  , 1135440 , Q603IQ01.TQUEUE Q603MR00.TQUEUE T55.MSG_SCATTER.IDK3  ,T05SZMR1 20  , WEB-לשרתי ה MQ מתוכנית לפיזור שדרי         ,MQ or START  , , , 
  IDSM , 710 ,  CICL ,  90548, 32 , 3  , 22720 ,  
  IDSM , 710 ,  **** ,  90548, 32 , 3  , 22720 , Q603IQ00.TQUEUE Q603MR00.TQUEUE T55.MSG_SCATTER.IDSM  ,T05SZMR1 710  , WEB-לשרתי ה MQ מתוכנית לפיזור שדרי         ,MQ or START  , , , 
  ID25 , 75 ,  CICL ,  647599, 23167 , 49  , 1737525 ,  
  ID25 , 75 ,  **** ,  647599, 23167 , 49  , 1737525 , Q409UBP0.TQUEUE Q538GM00.TQUEUE Q656CJ00.TQUEUE T30.BIZUIM_FOR_MASHPECHIM T30.BIZUIM_KLALI T30.BIZUIM_KLALI.INT T30.NE.BIZUIM  ,LEDRBZ01 7 T05SZMR1 51  ,                                            ,MQ or START  , , , 
  ID26 , 74 ,  CICL ,  656811, 12593 , 8100  , 931882 ,  
  ID26 , 74 ,  **** ,  656811, 12593 , 8100  , 931882 , Q538GM00.TQUEUE Q603IQ00.TQUEUE Q603MR00.TQUEUE T30.BIZUIM_KLALI.INT  ,T05SZMR1 52 T30OMTNU 52  ,                                            ,MQ or START  , , , 
  IKPG , 5562 ,  CICL ,  130, 448 , 13  , 2491776 ,  
  IKPG , 5562 ,  **** ,  130, 448 , 13  , 2491776 , Q297MT00.TQUEUE Q538GM00.TQUEUE Q603IF00.TQUEUE Q603MP00.TQUEUE T55.SERVICE_CA.REQ  ,KGHV0181 666 KGTS0001 3908 KGTS0002 284 KGTS1041 347 KGTS1121 1988 KGTS1141 1618 KGTS1241 367 KGTS1421 70 KGTS1521 345 KGTS1522 6 KGTS1541 379 KGTS1542 174 KGTS1621 201 KGTS1641 185 KGTS1642 179 KGTS1842 102 KGTS2142 40 KGTS3121 272 KGTS3141 279 KGTS3241 1 KGTS3242 303 KGTS3341 178 K50S723 1 K54SSFRR 353 K54S811 1304 K54S813 529 K54S820 546  , MQ הפעלת רוטינות דרך                       ,MQ or START  , , , 
  IKPI , 160 ,  CICL ,  115, 166 , 62  , 26560 ,  
  IKPI , 160 ,  **** ,  115, 166 , 62  , 26560 , Q297MT00.TQUEUE Q603IF00.TQUEUE Q603MP00.TQUEUE T50.KOLILOG T55.SERVICE_CA.REQ  ,K30S201 106 T05SZMR 2 T05SZMR1 3 T55OXLKP 507 T60OM242 2 T60OM280 4 T60OM770 496  ,                                            ,MQ or START  ,DPTB01R 28 ******** 28  , , 
  IM01 , 8395 ,  CICL ,  73, 41 , 1  , 344195 ,  
  IM01 , 8395 ,  **** ,  73, 41 , 1  , 344195 , T05.SNIFLOG  ,T05SZMR 6961  , מערכת דוגמאות חתימה                        ,MQ or START  , , , 
  IM02 , 110 ,  CICL ,  61, 69 , 10  , 7590 ,  
  IM02 , 110 ,  **** ,  61, 69 , 10  , 7590 , Q603MR00.TQUEUE T05.SNIFLOG  ,OLIBIM02 95 T05SZMR 95 T05SZMR1 95  , מערכת דוגמאות חתימה                        ,MQ or START  , , , 
  IM10 , 374 ,  CICL ,  276, 71 , 12  , 26554 ,  
  IM10 , 374 ,  **** ,  276, 71 , 12  , 26554 , Q603MR00.TQUEUE T05.SNIFLOG  ,OLIBIM10 297 T05SZMR 297 T05SZMR1 215  , CHANEL שימוש ב - "תוכנית כללית מול "תבונ   ,MQ or START  , , , 
  IM20 , 1472 ,  CICL ,  120, 98 , 18  , 144256 ,  
  IM20 , 1472 ,  **** ,  120, 98 , 18  , 144256 , Q603MR00.TQUEUE T05.SNIFLOG  ,OLIBIM20 1145 T05SZMR 1145 T05SZMR1 1145  , מערכת דוגמאות חתימה                        ,MQ or START  , , , 
